Name,EnglishName,NodeType,DataType,NodeLanguage,NodeId
电解池1初始化,Electrolytic_Cell_1_Initialization,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1初始化
电解池1初始化完成,Electrolytic_Cell_1_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1初始化完成
电解池2初始化,Electrolytic_Cell_2_Initialization,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2初始化
电解池2初始化完成,Electrolytic_Cell_2_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2初始化完成
酸洗池初始化,Pickling_Tank_Initialization,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.酸洗池初始化
酸洗池初始化完成,Pickling_Tank_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.酸洗池初始化完成
清洗池初始化,Cleaning_Tank_Initialization,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.清洗池初始化
清洗池初始化完成,Cleaning_Tank_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.清洗池初始化完成
S02工站初始化PC,S02_Station_Initialization_PC,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.S02工站初始化PC
S02工站初始化完成,S02_Station_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.S02工站初始化完成
三轴动作触发,3-Axis_Action_Trigger,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴动作触发
三轴动作完成,3-Axis_Action_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴动作完成
三轴动作代码,3-Axis_Action_Code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴动作代码
三轴当前动作,3-Axis_Current_Action,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴当前动作
三轴目标位置代码,3-Axis_Target_Position_Code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴目标位置代码
三轴当前目标位置,3-Axis_Current_Target_Position,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴当前目标位置
三轴目标取放料代码,3-Axis_Target_Pick_&_Place_Code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴目标取放料代码
三轴当前取放料,3-Axis_Current_Pick_&_Place_Status,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.三轴当前取放料
电解池1占位,Electrolytic_Cell_1_Occupancy,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1占位
电解池2占位,Electrolytic_Cell_2_Occupancy,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2占位
酸洗池占位,Pickling_Tank_Occupancy,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.酸洗池占位
清洗池占位,Cleaning_Tank_Occupancy,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.清洗池占位
动作参数错误,Action_Parameter_Error,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.动作参数错误
电解池1加工完成,Electrolytic_Cell_1_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1加工完成
电解池2加工完成,Electrolytic_Cell_2_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2加工完成
水洗时间设置,Cleaning_Timeset,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.水洗时间设置
酸洗时间设置,Pickling_Timeset,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.酸洗时间设置
氮气时间设置,N2_Timeset,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.氮气时间设置
电解池1参数已下发,Electrolytic_Cell_1_param_downloaded,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1参数已下发
电解池1参数已执行,Electrolytic_Cell_1_params_received,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1参数已执行
电解池2参数已下发,Electrolytic_Cell_2_param_downloaded,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2参数已下发
电解池2参数已执行,Electrolytic_Cell_2_params_received,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2参数已执行
电解池1请求加工,Electrolytic_Cell_1_Request,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1请求加工
电解池2请求加工,Electrolytic_Cell_2_Request,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2请求加工
电解池1开始加工,Electrolytic_Cell_1_Start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池1开始加工
电解池2开始加工,Electrolytic_Cell_2_Start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.电解池2开始加工
